,Tweet ID,Content,Named Candidate/Partylist
1000,tweet_id:1837075069090288028,"LOOK: The Liberal Party will field former senator Kiko Pangilinan as its only senatorial bet for now for #Halalan2025. However, it has expressed support for the senatorial bids of Bam Aquino and Chel Diokno.

The LP also eyes a coalition Senate slate with Senator Risa Hontiveros.",Liberal
1001,tweet_id:1826604156905554211,Mula sa hanay ng mga mangingisda at tunay na tagapagtaguyod ng interes ng masa. Papalaot na sa Senado si Ronnel Arambulo! #MangingisdaNaman #ArambuloSaSenado #Eleksyon2025,Ronnel Arambulo
1002,tweet_id:1826214545750421575,"When asked about rumors of a potential Aquino-Marcos alliance in the upcoming election, former Senator Bam Aquino said he's open to working with the Marcos administration on issues that matter to the country. #Halalan2025 | via ",Bam Aquino
1003,tweet_id:1826116117221486876,"As long as  is in the  we still got some hope.

Kaya dapat iluklok sina 
Arlene Brosas atRonnel Arambulosa #Halalan2025para meron pang ibang tutulong ",Arlene Brosas
1004,tweet_id:1825423945086152969,"KATIG NG PAGBABAGO! MANGINGISDA NAMAN! ARAMBULO SA SENADO! 

Taos-pusong itinataas ng SAKA ang kandidatura ni Ronnel Arambulo, Vice Chairperson ng PAMALAKAYA-Pilipinas, bilang senador sa darating na halalan sa 2025.#ArambuloSaSenado #MangingisdaNaman #Eleksyon2025",Ronnel Arambulo
1005,tweet_id:1824432061924704628,"Chel Diokno, Kiko Pangilinan, and Bam Aquino posters in Cebu City, in time for their visit in the city today. #CheKiBam#Halalan2025",Bam Aquino
1006,tweet_id:1824404616731136351,"CheKiBam: Diokno, Pangilinan, Aquino seek ‘early’ support in vote-rich Cebu #PHVote trib.al/Zo9LaJt",
1007,tweet_id:1813944453515915554,Aquino. Brosas. Castro. Diokno. Espiritu. Pangilinan. #Halalan2025,
1008,tweet_id:1805970815454003610,"as of now eto palang yung mga taong matitino at mas deserve maging senador, please VOTE 1.) chel diokno
2.) kiko pangilina
3.) bam aquino4.) france castro
 #Halalan2025",bam aquino
1009,tweet_id:1790357089438577142,"Inanunsyo ni dating senador Bam Aquino ang planong pagbabalik sa pulitika pero hindi na sa ilalim ng Liberal Party. #Halalan2025Buong ulat: news.abs-cbn.com/news/2024/5/14
…",Bam Aquino
1010,tweet_id:1790346327345512895,"GOODLUCK, SEN. !

Nagpaabot si #Liberal Party Vice President at former Deputy Speaker  ng kanyang pagbati at mensahe kay dating Senador Bam Aquino na nag-anunsyo ngayong araw ng kanyang intensyong lumahok bilang kandidato para sa #Halalan2025.#TuloyLiberal",Liberal
1011,tweet_id:1790320309150924938,"'HANDA NA RIN AKONG BUMALIK SA LARANGAN NG POLITIKA'

Former Sen. Bam Aquino says he is ready to return to politics. #Halalan2025",Bam Aquino
1012,tweet_id:1790058813438984603,"...were adopted by Team PNoy as independent candidates.

De Lima announced that LP plans to field former Sens. Bam Aquino and Kiko Pangilinan, and Atty. Chel Diokno in #Halalan2025.",independent
1013,tweet_id:1789684607295840549,"Remember the people who comprised the Team PNoy senatorial slate back in 2013?

S. Angara
B. AquinoA. Cayetano
Escudero
Hontiveros
Legarda
Madrigal
J. Magsaysay
K. Pimentel
Poe
Trillanes
Villar

Even back then, the Liberal Party had to make compromises.#Halalan2025",Liberal
1014,tweet_id:1843162129614217608,"Is it just me, or did the 2025 Makabayan senatorial slate trigger a domino effect of more personalities coming up with a surprise senatorial run?

From 1-Rider's Bonifacio Bosita, to Manibela's Mar Valbuena, to fisherman & Magsaysay awardee Roberto Ballon.#Halalan2025",Makabayan
1015,tweet_id:1843156916589207616,"LOOK: Fisherman and 2021 Ramon Magsaysay awardee Roberto Ballon is seeking to join the senatorial race next year.  

He says he graduated from the “University of Actual Experience.” | via  #Halalan2025",Roberto Ballon
1016,tweet_id:1840944376832540702,"Sen. Binay will run alongside former Olympian Monsour Del Rosario as her vice mayor.   

Del Rosario served as Makati councilor from 2010-2016, and as Makati congressman from 2016-2019. | via  #Halalan2025",
1017,tweet_id:1840936721242079450,"Sen. Nancy Binay files her certificate of candidacy for Makati Mayor, running under the United Nationalist Alliance — a party founded by her father and former VP Jejomar Binay. | via  #Halalan2025",
1018,tweet_id:1814192196448620562,"Sen. Nancy Binay said Makati Mayor Abby Binay would be a good addition to the Senate if she decides to run for senator in #Halalan2025.

Read: news.abs-cbn.com/news/2024/7/19
…",
1019,tweet_id:1795350316554350857,"Makati Mayor Abby Binay takes oath as a new member of the Nationalist People's Coalition (NPC) chaired by former Senate President Tito Sotto.

Cebu Gov. Gwen Garcia resigns from Partido Demokratiko Pilipino (PDP) chaired by former President Rodrigo Duterte.#Halalan2025",NPC
1020,tweet_id:1791838814769737816,"JUST IN: NPC eyes , @Mayora_Abby Binay and Sen. Lito Lapid as Senate bets in #Halalan2025. Binay tells ABS-CBN News that she will endorse her husband, Makati Rep. Luis Campos, as the next Makati Mayor. | via ",NPC
1021,tweet_id:1791836835637047424,"JUST IN: NPC eyes , @Mayora_Abby Binay and Sen. Lito Lapid as Senate bets in #Halalan2025Binay tells ABS-CBN News that she wil endorse her husband, Makati Rep. Luis Campos, as the next Makati Mayor.",NPC
1022,tweet_id:1843448725555032383,"Former beauty queen Samantha Panlilio serves as the second nominee for the Agimat party-list, joining first nominee and incumbent Rep. Bryan Revilla, who is the son of actor-politicians Ramon Revilla Jr. and Lani Mercado. #Halalan2025 

READ: news.abs-cbn.com/lifestyle/2024
…",
1023,tweet_id:1843191090121474230,"Throwback: Paalala para sa #Halalan2025.

“Nakataya dito ang pangalang Bong Revilla, ang pangalan ko; Atin ang pulis; ang COMELEC, mahirap mang sabihin, pero hindi tayo papadaya...malamang tayo pa ang mandaya; P*****i** nila; Malacañang nakasuporta sa atin.”

Maging mapanuri!",Bong Revilla
1024,tweet_id:1843131646083731625,"LOOK: Dozens of supporters of incumbent Senator Bong Revilla have filled the Quirino Grandstand, cheering, waving their tarpaulins and dancing to music.Revilla is hoping to be reelected to the Senate. | via  #Halalan2025",Bong Revilla
1025,tweet_id:1842771683914183064,"JIMMY BONDOC FILES COC

Singer and lawyer Jimmy Bondoc has joined the roster of showbiz personalities who are gunning for Senate seats in the 2025 midterm elections. #COCFiling #Eleksyon2025Read: philstar.com/entertainment/
…",JIMMY BONDOC
1026,tweet_id:1842736541791359402,"TINGNAN: Dumating na rin sa Manila Hotel ang singer na si Jimmy Bondoc para sa paghahain ng Certificate of Candidacy sa pagkasenador ngayong Linggo, Oktubre 6. 

Kasama niya si Senador Robin Padilla. #Halalan2025 | via ",Jimmy Bondoc
1027,tweet_id:1842145890917879951,"LOOK: Bong Rodriguez, who used to be the regional campaign manager of former Vice President Leni Robredo, has filed his certificate of candidacy for Camarines Sur governor.  

He will go against Rep. LRay Villafuerte who is also running for the same position. #Halalan2025 | via",
1028,tweet_id:1841015690075259099,"Cavite 1st District Congressman Jolo Revilla and his mother, Cavite 2nd District Congresswoman Lani Revilla, have officially filed their certificates of candidacy, both seeking a second term. #Halalan2025 | via ",
1029,tweet_id:1840417713287754047,"PDP FIELDS SALVADOR, DELA ROSA, GO FOR SENATE

The once-ruling Partido Demokratiko Pilipino, chaired by former President Rodrigo Duterte, has formally announced the senatorial candidacies of actor Philip Salvador and reelectionists Bato Dela Rosa and Bong Go for #Halalan2025.",PDP
1030,tweet_id:1837140489608548838,"LOOK: PDP Laban announces the nomination of Senators Christopher “Bong” Go and Ronald “Bato” Dela Rosa, as well as celebrity Philip Salvador, as part of the party’s senatorial lineup in the upcoming #Halalan2025.

The party also named Senator Robin Padilla as their national",PDP
1031,tweet_id:1837030672709603752,"LOOK: Senator Ramon Revilla, Jr. is the sole nominee for Senator of the Lakas CMD Party in #Halalan2025. The party held its convention in Malacañang on Friday, September 20.Revilla is currently party chair. | via  

(: Office of Senator Revilla)",Lakas
1032,tweet_id:1837020979756949605,"LAKAS-CMD NAMES REVILLA AS CANDIDATE FOR SENATERevilla's nomination was formalized in Resolution No. 3, adopted during the party's national convention, which was presided over by House Speaker Martin Romualdez, the party's president, at Aguado in Malacañang. #Halalan2025",LAKAS
1033,tweet_id:1832798547684856219,"JUST IN: Vlogger Mocha Uson to run for Manila councilor.

Uson is part of former Manila Mayor Isko Moreno Domagoso’s Aksyon Demokratiko slate.

Their other bets include Domagoso’s son, Joaquin Domagoso, actor-councilor Lou Veloso, and ex-PBA player Bong Alvarez. #Halalan2025 |",Aksyon
1034,tweet_id:1827919704918479318,WATCH: Cheers of support echo at Liwasang Bonifacio as Makabayan bloc's 10 senatorial candidates for #Halalan2025 join arms after airing their platforms and advocacies.,Makabayan
1035,tweet_id:1827892838740398386,"LOOK: On #NationalHeroesDay2024, progressive groups and supporters of the Makabayan bloc convene at Liwasang Bonifacio to register their campaigns for the coalition’s Senate bets in the 2025 midterm polls.#Halalan2025",Makabayan
1036,tweet_id:1805949956081275051,"Between Baron Geisler liking my tweet calling for France Castro to be DepEd Secretary and Bong Revilla working closely with Castro to pass a new law...

Will we suddenly see many celebrities coming out to support France Castro for Senator? #Halalan2025",France Castro
1037,tweet_id:1789856163607048438,"At least 14 potential senatorial candidates have spent over the last three months P3.54 million to boost their posts on the social media platform.

Read more: pcij.org/2024/05/13/bon
…   #PHvote",
1038,tweet_id:1789626572233978013,"ANG SINUNGALING AY KAPATID NG MAGNANAKAW?

Sen. Bong Revilla, Jr. will seek reelection in #Halalan2025, according to his son, Cavite 1st District Rep. Jolo Revilla.

In 2023, Revilla said he had no plans to run when his term ends in 2025.",Bong Revilla
1039,tweet_id:1841343494109172012,"Naghain na ng COC si Sta. Rosa City, Laguna Mayor Arlene Arcillas para sa kaniyang huling termino. 

Naghain din ng COC ang kaniyang kapatid na si Vice Mayor Arnold Arcillas para sa 2nd term. | via  #Halalan2025",
1040,tweet_id:1813168275960049774,"GABRIELA SA KONGRESO, DALHIN SA SENADO! 

National LGBTQI+ alliance Bahaghari wholeheartedly supports the candidacy of Gabriela Women's Party Representative Arlene Brosas as she eyes a Senate seat in 2025 midterm elections. #GabrielaSaSenado #Halalan2025",Arlene Brosas
1041,tweet_id:1813075348776735070,"'BABAE, BATA, AT BAYAN': BROSAS ANNOUNCES 2025 SENATORIAL BID

House Assistant Minority Leader and Gabriela Women's Party Rep. Arlene Brosas announces her senatorial bid for the upcoming 2025 midterm elections, championing the agenda of ""babae, bata, at bayan."" #Halalan2025",Arlene Brosas
1042,tweet_id:1841722677763227752,"'KUNG SILA AY NANINIWALA NA SI BATO AY MASAMANG TAO, THEN PLEASE BY ALL MEANS, DO NOT VOTE FOR ME'

Reelectionist Sen. Ronald dela Rosa believes #Eleksyon2025 will serve as the consensus on whether people still believe he is a ""decent person"" amid the International Criminal",Ronald dela Rosa
1043,tweet_id:1840850669382877523,"Pebbles dela Rosa   

These three reelectionists are friends / supporters of pastor-fugitive-now-detained Apollo Quiboloy. 

ZERO VOTES  TO FRIENDS OF AN ALLEGED RAPIST, MONEY LAUNDERER AND HUMAN TRAFFICKER!!! #Halalan2025",Apollo Quiboloy
1044,tweet_id:1828324129420009899,"Pakinggan ang pahayag ni Mimi Doringo, secretary general ng Kalipunan ng Damayang Mahihirap o Kadamay bilang kandidato sa pagkasenador sa darating na #Eleksyon2025.",Mimi Doringo
1045,tweet_id:1805775125427765690,"'MASAYA ITONG KAMPANYA NAMIN'

Sen. Bato Dela Rosa comments on the potential candidacy of three Dutertes—former President Rodrigo Duterte, Davao City 1st District Rep. Paolo Duterte, and Davao City Mayor Sebastian Duterte—running for senator in 2025. #Halalan2025",
1046,tweet_id:1789647281643503699,"7 senators eligible for reelection on #Halalan2025:

• Pia Cayetano - faced an ethics complaint in 2012 over alleged plagiarism in her privilege speeches on the Reproductive Health Bill

• Bato Dela Rosa - reportedly may be arrested by the ICC over the bloody war on drugs",Pia Cayetano
1047,tweet_id:1842361585307619518,"In doing things differently this time, De Guzman said that, even without victory, his 2022 run shed light on their progressive platform and agenda, and it was a “good start” that they could build on. #PHVote #BeTheChangeREAD: trib.al/ZxrDBgm",
1048,tweet_id:1842167203438686532,"Socialist labor leaders Leody de Guzman and Luke Espiritu filed their certificates of candidacy (COCs) for senator on Friday, October 4, in a bid to beat political dynasties and traditional politicians. #PHVote #BeTheChange",Leody de Guzman
1049,tweet_id:1842139352748712032,"Labor leaders Luke Espiritu at Ka Leody de Guzman, naghain ng kanilang pagkandidato sa pagkasenador ngayong ikaapat na araw ng paghahain ng Certificate of Candidacy. (First photo courtesy: Sandra Aguinaldo/GMA Integrated News) #Eleksyon2025",Luke Espiritu
1050,tweet_id:1842135804250083807,Labor leaders Ka Leody de Guzman and Atty. Luke Espiritu are running under Partido Lakas ng Masa. The two aspirants also vow to push for an anti-political dynasty law. #Halalan2025 | via ,Leody de Guzman
1051,tweet_id:1842135427463176347,Both labor leader Ka Leody de Guzman and Atty Luke Espiritu are running under Partido Lakas ng Masa. The two aspirants also vow to push for an anti-political dynasty law. #Halalan2025,Leody de Guzman
1052,tweet_id:1842134463666606156,"Lawyer Luke Espiritu, Partido Lakas ng Masa's senatorial aspirant, hits the current composition of the Senate, which he says must be reformed immediately. #Halalan2025 | via ",Luke Espiritu
1053,tweet_id:1842128622985027616,Lawyer and labor leader Luke Espiritu files his Certificate of Candidacy as the senatorial bet of Partido Lakas ng Masa. #Halalan2025 | via ,Luke Espiritu
1054,tweet_id:1842023524871110881,"Mody Floranda of PISTON formally joins the 2025 senatorial race, says if elected, he would push for an end to the jeepney modernization program, and fuel excise tax. | Dwight de Leon via Philippine politics chat room of Rappler Communities #PHVoteBookmark and refresh this page",Mody Floranda
1055,tweet_id:1839542490434793923,"Partido Lakas ng Masa officially nominates Leody de Guzman and Luke Espiritu for Senator on #Halalan2025 during their party convention Marikina today.

De Guzman and Espiritu formally accept their nomination during the party convention. | via ",Lakas
1056,tweet_id:1835136500083638747,"Leody de Guzman and Luke Espiritu will run for Senate seats in 2025, the labor leaders announced on Saturday, September 14. #PHVote trib.al/yJpKbCG",Leody de Guzman
1057,tweet_id:1834915586109063359,"Labor leaders Leody de Guzman and Luke Espiritu announce their Senate bid on Saturday, September 14.     

Like in 2022, the two will run under their pro-labor and pro-people platforms. #PHVote | via ",Leody de Guzman
1058,tweet_id:1834914286604328992,"Leody de Guzman and Luke Espiritu will run for Senate seats in 2025, the labor leaders announced on Saturday, September 14. #PHVote rappler.com/philippines",Leody de Guzman
1059,tweet_id:1811763508822073358,"Tbh, I have a hard time taking a survey seriously if, for some reason, they did not include Chel Diokno and Camille Villar. 

And why are progressive names like Espiritu and De Guzman not included despite their 2022 performance, yet Belgica and Abella are here?#Halalan2025",
1060,tweet_id:1809915937430335835,"ATTY. LUKE 2025?

BMP President Atty. Luke Espiritu has expressed his openness to consider running for senator in the 2025 elections if it helps advance genuine alternatives. However, he stressed that the decision is not solely his to make. #Halalan2025",Luke Espiritu
1061,tweet_id:1789691311203004424,"Sino para sa inyo ang mga TOTGAs nung mga nagdaang Senate elections? Yung mga never nahalal sa Senado?

Here's mine:
1998 - Yorac
2001 - Monsod
2004 - NA
2007 - NA
2010 - Maza, Ocampo, T. Ople
2013 - Casiño
2016 - Colmenares
2019 - Diokno
2022 - Espiritu#Halalan2025",
1062,tweet_id:1843103742113288631,"Akbayan party-list led by human rights lawyer Chel Diokno are on its way to file certificate of nomination and acceptance for a House seat for #Eleksyon2025 

Ex-Senator Gringo Honasan, who is seeking a Senate return, also greeted Diokno and company ",
1063,tweet_id:1843486702515724797,"Rodante Marcoleta files COC for senator

WATCH: Congressman Rodante Marcoleta files his candidacy for senator, promising he won't back out, unlike what he did in 2022 when he withdrew his senatorial bid late into the race. #PHVote #AmbagNatin #BeTheChangeGet live updates:",Rodante Marcoleta
1064,tweet_id:1843478896106414516,LOOK: Rep. Rodante Marcoleta files his Certificate of Candidacy as an independent senatorial candidate this Tuesday morning. | via  #Halalan2025,Rodante Marcoleta
1065,tweet_id:1843245878578131347,"#Halalan2025: MARCOS SEEKS ANOTHER SENATE SHOT

Senator Imee Marcos filed her certificate of candidacy for reelection in #Halalan2025 last Wednesday.

In our Sept 2024 survey, Marcos polls 8th-13th for the 2025 senatorial race, a dip from her Dec 2023 standing. ",Imee Marcos
1066,tweet_id:1843231660055392752,"PACQUIAO VS. PACQUIAO?

Former Sen. Manny Pacquiao, who criticized then-presidential candidate Ferdinand Marcos Jr. during the 2022 presidential elections, acknowledged that the Philippines was recognized as number one in the economy during the Marcos era. #Halalan2025",Manny Pacquiao
1067,tweet_id:1843216674969075988,Sinamahan nina PBBM at First Lady Liza ang kanilang anak na si Cong. Sandro Marcos sa paghahain ng kanyang kandidatura para sa darating na Halalan 2025. Buong suporta ang kanilang pamilya sa kanyang patuloy na paglilingkod sa bayan. #Halalan2025 #SandroMarcos #MarcosFamily,
1068,tweet_id:1841433739630608540,"The senatorial race in the 2025 midterm elections heats up! In an average of senatorial polls conducted by  and  in September 2024, eight bets from the Marcos administration's slate make it to the ""Magic 12.""#Halalan2025",
1069,tweet_id:1841281374852157507,"LOOK: Sen. Imee Marcos arrives at the Quirino Grandstand, joining her supporters in a parade to the COC filing venue. | via  #Halalan2025",Imee Marcos
1070,tweet_id:1841280770272530483,Former First Lady Imelda Marcos is here at the Manila Hotel for the COC Filing. #Halalan2025 #Eleksyon2025 | via ,
1071,tweet_id:1841280562776191388,"LOOK: Former First Lady Imelda Marcos arrives at the Quirino Grandstand to show support for her daughter Imee, who is set to file her certificate of candidacy.   Imee is seeking re-election as senator. | via  #Halalan2025",
1072,tweet_id:1840624297293001181,"Senator Imee Marcos responds to President Marcos, Jr's reaction to her withdrawal from the Administration Slate #Halalan2025",Imee Marcos
1073,tweet_id:1840592038070563091,WATCH: Human rights lawyer and Akbayan first nominee Chel Diokno () sees the rift between Marcos and Duterte as an opportunity for progressive candidates in the 2025 polls. #VoteWatch #Eleksyon2025,
1074,tweet_id:1839946406758613182,"Unang nagsalita sina Liza Masa, Teddy Casiño, at Amirah ""Mek"" Lidasan mula sa Makabayan senatorial slate.#TaumbayanSaSenado#TaumbayanIpanalo#Halalan2025",Makabayan
1075,tweet_id:1839910351187653030,"IS IMEE MARCOS WITHDRAWING FROM ‘ALYANSA’?  

Sen. Imee Marcos thanks Pres  and Nacionalista Party for including her in admin’s #Halalan2025 slate, but says she “chose to stand alone… to remain free and loyal not to any group but to every Filipino.” | via",IMEE MARCOS
1076,tweet_id:1839909197489783248,"IS IMEE MARCOS WITHDRAWING FROM ‘ALYANSA’?

Sen. Imee Marcos thanks Pres  and Nacionalista Party for including her in admin’s #Halalan2025 slate, but says she “chose to stand alone… to remain free and loyal not to any group but to every Filipino.”",IMEE MARCOS
1077,tweet_id:1839556830592466995,"Most senatorial candidates endorsed by Pres. Ferdinand Marcos Jr. could win in the #Halalan2025 because of their experience and level of popularity, according to a political analyst. 

MORE: news.abs-cbn.com/news/2024/9/27
…",
1078,tweet_id:1839251195619369358,"'POGO QUEENS' INCLUDED IN ADMINISTRATION'S 2025 SENATORIAL SLATE

Reelectionist Senators Pia Cayetano and Imee Marcos, authors of RA 11590—the law that legitimizes POGO operations—have been included in the administration's 12 prospective senatorial candidates for #Halalan2025.",Pia Cayetano
1079,tweet_id:1839240341377134778,"MARCOS, MAKABAYAN UNVEIL FULL SENATORIAL SLATES FOR 2025 MIDTERM ELECTIONS

President Ferdinand Marcos Jr. announced the administration's senatorial lineup for the 2025 midterm elections during the Alyansa Para sa Bagong Pilipinas Convention, Thursday, September 26. #Halalan2025",MAKABAYAN
1080,tweet_id:1836935358539575368,"For comparison, the dilawan tag didn't develop overnight. It involved consistent repetition of the concept until it finally had its own life.

Ganun din sana tayo. Fake ang unity. Scam sina Marcos AT Duterte. Keep repeating this point hanggang it becomes the norm.#Halalan2025",
1081,tweet_id:1828260476154949852,"On one hand, the Makabayan slate ran alongside Villar and Bongbong Marcos in 2010, despite their many issues.

On the other hand, the Liberal Party practically enabled Duterte in 2010-2016 despite his EJK controversies.

Do you REALLY wanna play this game? #Halalan2025",Makabayan
1082,tweet_id:1814496388648231379,"It's hilarious to think that SMNI went from doing hours-long shameless propaganda for Bongbong Marcos in 2022 to being denied access to his SONA in 2024.

Dasurv. #Halalan2025",
1083,tweet_id:1808715522063937616,"'WE ARE NOT SERIOUSLY CONSIDERING ANY ALLIANCE WITH THE DUTERTE FORCES OR THE MARCOS FORCES'

Liberal Party (LP) President and Albay 1st District Rep. Edcel Lagman announced that the LP and its allies will field six candidates in the 2025 elections. #Halalan2025",Liberal
1084,tweet_id:1807699759303741457,"Reminder: JULY 1, 2024 NA. 

Kapag pinatalsik si Marcos Jr. at naupo si Sara Duterte bilang bagong Pangulo ng Pilipinas ngayon o sa mga susunod na mga petsa, pwede pang tumakbo si Sara sa 2028, at isang dekadang maghahari ang mga Duterte sa bansa.

Magbantay tayo.#Halalan2025",
1085,tweet_id:1806864074942374031,"ALTERNATIVE TO THE MARCOS, DUTERTE POWER BLOCS

Senate Deputy Minority Leader Risa Hontiveros and former Sen. Leila de Lima addressed former Sen. Sonny Trillanes' proposal for a unity tandem with the administration to counter the Duterte camp in the 2025 elections. #Halalan2025",
1086,tweet_id:1806627349028540499,"Sen. Risa Hontiveros said it would be unlikely for Liberal Party and the administration to coalesce in the 2025 midterm polls, citing ""unresolved issues"" in history attached to the Marcos family. #Halalan2025 

FULL STORY: news.abs-cbn.com/news/2024/6/28
…",Liberal
1087,tweet_id:1805455940646584540,"'MAGPAPA-REELECT LANG AKO'

Sen. Imee Marcos denies that she will run for Mayor of Manila in the 2025 elections, stating that her only goal is to be reelected as a member of the Senate. #Halalan2025",Imee Marcos
1088,tweet_id:1804777468064411897,"The timing seems intentional. 

July 19 is a Friday & the last regular work day of that week.

On Monday, July 22, President Bongbong Marcos will deliver his #SONA2024.

VP Sara Duterte might spoil it by making this day the debut of herself as anti-Bongbong leader. #Halalan2025",
1089,tweet_id:1789892610170949970,"The duality of Hara Lingayan (@/HLingayan)

Dati, wagas kung makapuri kay Marcos at sa Martial Law. Pero ngayong kalaban na ang mga Duterte at Marcos, biglang concerned sa human rights violations ng Martial Law.

Asus!! Super balimbing mo 'teh!#Halalan2025",
1090,tweet_id:1788853747575374260,"'BABALIK NA SENADOR'

Former Sen. Manny Pacquiao confirms his intention to return to the Senate in #Halalan2025, aligning himself with the slate of the Marcos administration.",Manny Pacquiao
1091,tweet_id:1829549713831625108,"When Richard Gomez ran for Senator in 2007, he joined a senatorial election forum on ANC. In his closing remarks, he asked voters not to vote for him  ""dahil artista siya"".

An interesting statement, considering how he was nowhere near the Top 12 in the surveys.#Halalan2025",
1092,tweet_id:1843508639568671031,LOOK: Former Audit Commissioner Heidi Mendoza files her certificate of candidacy in a bid to join the Senatorial race | @dsfernandez #VoteWatch #Eleksyon2025,Heidi Mendoza
1093,tweet_id:1843507714028433826,"FANTASTIC NEWS!
LOOK: Heidi Mendoza, a former commissioner of the Commission in Audit, files her candidacy for senator.  

“Kaya po ako’y nangahas para maituloy ko po yung pagsasalita, pagtuturo ng budget information, pagiging transparent,” she says. | via  #Halalan2025",Heidi Mendoza
1094,tweet_id:1843505529311900014,"LOOK: Heidi Mendoza, a former commissioner of the Commission in Audit, files her candidacy for senator.  

“Kaya po ako’y nangahas para maituloy ko po yung pagsasalita, pagtuturo ng budget information, pagiging transparent,” she says. | via  #Halalan2025",Heidi Mendoza
1095,tweet_id:1842479090156409093,"Labor leader Sonny Matula runs again for senator

WATCH: Labor leader and lawyer Sonny Matula makes another bid for senator on Saturday, October 5. This is the third time for Matula to run for the post, after failed bids in 2019 and 2022. #PHVote #AmbagNatin #BeTheChangeGet",Sonny Matula
1096,tweet_id:1842377435565945277,"Let’s elect a SENATOR who will prioritize Filipino workers rights and welfare. 

We have that in !!! SONNY MATULA FOR SENATOR!!! SONNY MATULA PARA SA SENADO!!! #SonnyMatula4Senator#Halalan2025",SONNY MATULA
1097,tweet_id:1842032512861917683,"Allies show support for former Gabriela representative and women’s rights advocate Liza Maza as she files COC for senator.
  Maza says “it is time we have senators who will stand for peace, not to be a pawn in escalating global conflicts…” | via  #Halalan2025",Liza Maza
1098,tweet_id:1840980685340967075,"LOOK: QC Mayor Joy Belmonte, Vice Mayor Gian Sotto file their certificates of candidacy. 

Also present are former House speaker Sonny Belmonte, Congressmen Arjo Atayde (1st D), Franz Pumaren (3rd D), former Senator Tito Sotto, among others. | via  #Halalan2025",Tito Sotto
1099,tweet_id:1840971657584001272,"France Castro is the only Makabayan bet who got >1% in this survey. 

For comparison, Casiño got 2.9% in the September 2012 survey before his 2013 bid, while Liza Maza got 4.5% in the August 2009 survey before her 2010 bid.

Lesson: Publicity matters.#Halalan2025",France Castro
1100,tweet_id:1840738539085922347,"Q: What if mag file si Doc Willie Ong tapos mamatay sya before the May 2025 Elections?

A: He will be substituted by his wife, Doc Anna Liza Ramoso Ong. If the name Willie Ong gets enough votes to win, his wife will become a Senator.#Halalan2025",Willie Ong
1101,tweet_id:1827324851474026698,"ELEKSYON 2025 | Liza Maza lalaban sa bulok, korap at mapagsamantalang pulitika!

Taos-pusong sumusuporta ang Artista ng Rebolusyong Pangkultura sa pagtakbo ni Liza Maza ng  sa Senado.#MazaSaSenado #Halalan2025",Liza Maza
1102,tweet_id:1823512634383327280,| Liza Maza of Gabriela is running for Senator once again.#PiliPinas2025,Liza Maza
1103,tweet_id:1806613087354761539,"'NAGBUBUO NG SARILING OFFER ANG OPOSISYON SA ATING MGA MAMAMAYAN'

Senate Deputy Minority Leader Risa Hontiveros addresses former Sen. Sonny Trillanes' proposal for a unity tandem with the administration to counter the Duterte camp in the 2025 elections. #Halalan2025",
1104,tweet_id:1843113821310976502,"Left: Manny Villar's COC filing, 2007
Right: Cynthia Villar's COC filing, 2025

Ganito na po katagal ang mga Villar sa pwesto. Silang lahat, nagko-kongresista at nagse-senador. Grabe. #Halalan2025",
1105,tweet_id:1842764429307560048,"LOOK: Las Piñas City Councilor Mark Anthony Santos files his COC for representative of the city’s lone district. He likens his bid for Congress to the battle between David and Goliath, as he is expected to run against Senator Cynthia Villar. #Halalan2025 | via ",
1106,tweet_id:1842133112769400973,"'ANG GUSTO LANG PO NAMIN AY MAKATULONG'?

Rep. Camille Villar sought to downplay concerns of nepotism surrounding her family, highlighting that each family member was elected by the people and expressing gratitude for the trust and support they have received. #Halalan2025",
1107,tweet_id:1842010956555321386,Supporters of Camille Villar gather outside the Manila Hotel ahead of her filing of Certificate of Candidacy for senator. | via  #Halalan2025,
1108,tweet_id:1825092564330197151,"Naalala niyo nung kalagitnaan ng 2013 Senate election season, nag-guest si Cynthia Villar sa ""Goin' Bulilit""? Kandidato pa siya noon para Senador. 

At gusto mong isipin natin na inosenteng gag show lang ang ""Goin' Bulilit""? #Halalan2025",
1109,tweet_id:1824658334361981037,"As I thought, this tweet was a warning. 

If you've seen millennial nepo-baby Camille Villar's TV ad recently, you get the feeling that she's indeed aiming for the millennial (and Gen Z) vote.

Oh boy... #Halalan2025",
1110,tweet_id:1818636480782479774,"As her term ends, Senator Cynthia Villar eyes the mayoralty of Las Piñas City in #Halalan2025.

She says her decision is not yet final as her husband, former Senate president Manny Villar, encourages her to run for the House of Representatives.

Read: news.abs-cbn.com/news/2024/7/31
…",
1111,tweet_id:1816406501810114916,Villar says daughter Camille will run for Senate #Halalan2025,
1112,tweet_id:1805250499614273606,"Then-Senator Manny Villar filing his COC for his re-election bid in 2007.

Akala natin noon si Manny lang ang magse-Senador. Wala tayong ideya noon na plano pala nila na bawat isa sa kanila ay makapasok sa Senado.

(Source: The Manila, Times,  February 13, 2007)#Halalan2025",
1113,tweet_id:1802699914276929792,"Right now, another possible millennial Senate bet may be emerging:

Baste Duterte (born 1987)

If he runs for Senator and wins, he may be one of the first millennials to be elected Senator (assuming Camille Villar also runs and wins).

Mga punyetang dinastiya. #Halalan2025",
